,distance,num_muts,method,metric,num_trees
72,0.0,10,Consensus_Tree,CASet,10
73,0.04444444444444445,10,Consensus_Tree,CASet,10
74,0.051851851851851864,10,Consensus_Tree,CASet,10
75,0.005555555555555556,10,Consensus_Tree,CASet,10
76,0.040740740740740744,10,Consensus_Tree,CASet,10
77,0.016666666666666666,10,Consensus_Tree,CASet,10
78,0.005555555555555556,10,Consensus_Tree,CASet,10
79,0.0,10,Consensus_Tree,CASet,10
80,0.0,10,Consensus_Tree,CASet,10
81,0.0,10,Consensus_Tree,CASet,10
82,0.0,10,Consensus_Tree,CASet,10
83,0.0,10,Consensus_Tree,CASet,10
84,0.0,10,Consensus_Tree,CASet,10
85,0.2,10,Consensus_Tree,CASet,10
86,0.059259259259259275,10,Consensus_Tree,CASet,10
87,0.005555555555555556,10,Consensus_Tree,CASet,10
88,0.004444444444444444,10,Consensus_Tree,CASet,10
89,0.008888888888888887,10,Consensus_Tree,CASet,10
90,0.0,10,Consensus_Tree,CASet,10
91,0.0,10,Consensus_Tree,CASet,10
92,0.0,10,Consensus_Tree,CASet,10
93,0.0,10,Consensus_Tree,CASet,10
94,0.0,10,Consensus_Tree,CASet,10
95,0.0,10,Consensus_Tree,CASet,10
96,0.0,10,Consensus_Tree,CASet,10
97,0.0,10,Consensus_Tree,CASet,10
98,0.0,10,Consensus_Tree,CASet,10
99,0.0,10,Consensus_Tree,CASet,10
100,0.0,10,GraPhyC,CASet,10
101,0.0,10,GraPhyC,CASet,10
102,0.0074074074074074086,10,GraPhyC,CASet,10
103,0.0,10,GraPhyC,CASet,10
104,0.12698412698412698,10,GraPhyC,CASet,10
105,0.06111111111111111,10,GraPhyC,CASet,10
106,0.01333333333333333,10,GraPhyC,CASet,10
107,0.03333333333333333,10,GraPhyC,CASet,10
108,0.008888888888888887,10,GraPhyC,CASet,10
109,0.005555555555555556,10,GraPhyC,CASet,10
110,0.0031746031746031755,10,GraPhyC,CASet,10
111,0.0,10,GraPhyC,CASet,10
112,0.0,10,GraPhyC,CASet,10
113,0.022222222222222223,10,GraPhyC,CASet,10
114,0.03333333333333333,10,GraPhyC,CASet,10
115,0.004444444444444444,10,GraPhyC,CASet,10
116,0.04444444444444445,10,GraPhyC,CASet,10
117,0.11640211640211641,10,GraPhyC,CASet,10
118,0.0,10,GraPhyC,CASet,10
119,0.0,10,GraPhyC,CASet,10
120,0.005555555555555556,10,GraPhyC,CASet,10
121,0.0,10,GraPhyC,CASet,10
122,0.10370370370370371,10,GraPhyC,CASet,10
123,0.04444444444444445,10,GraPhyC,CASet,10
124,0.009999999999999998,10,GraPhyC,CASet,10
125,0.005555555555555556,10,GraPhyC,CASet,10
126,0.09925925925925926,10,GraPhyC,CASet,10
127,0.03518518518518519,10,GraPhyC,CASet,10
128,0.0,10,GraPhyC,CASet,10
129,0.08518518518518521,10,GraPhyC,CASet,10
130,0.07037037037037037,10,GraPhyC,CASet,10
131,0.07037037037037039,10,GraPhyC,CASet,10
132,0.04444444444444445,10,GraPhyC,CASet,10
133,0.014814814814814817,10,GraPhyC,CASet,10
134,0.04444444444444445,10,GraPhyC,CASet,10
135,0.0,10,GraPhyC,CASet,10
136,0.051851851851851864,10,GraPhyC,CASet,10
137,0.021111111111111112,10,GraPhyC,CASet,10
138,0.005555555555555556,10,GraPhyC,CASet,10
139,0.008888888888888887,10,GraPhyC,CASet,10
140,0.005555555555555556,10,GraPhyC,CASet,10
141,0.031481481481481485,10,GraPhyC,CASet,10
142,0.06370370370370372,10,GraPhyC,CASet,10
143,0.022222222222222223,10,GraPhyC,CASet,10
144,0.07777777777777779,10,GraPhyC,CASet,10
145,0.0,10,GraPhyC,CASet,10
146,0.022222222222222223,10,GraPhyC,CASet,10
147,0.005555555555555556,10,GraPhyC,CASet,10
148,0.005555555555555556,10,GraPhyC,CASet,10
149,0.05444444444444445,10,GraPhyC,CASet,10
150,0.06111111111111111,10,GraPhyC,CASet,10
151,0.017777777777777774,10,GraPhyC,CASet,10
152,0.018888888888888886,10,GraPhyC,CASet,10
153,0.03333333333333333,10,GraPhyC,CASet,10
154,0.051851851851851864,10,GraPhyC,CASet,10
155,0.05000000000000001,10,GraPhyC,CASet,10
156,0.0,10,GraPhyC,CASet,10
157,0.027777777777777776,10,GraPhyC,CASet,10
158,0.005555555555555556,10,GraPhyC,CASet,10
159,0.020370370370370372,10,GraPhyC,CASet,10
160,0.137037037037037,10,GraPhyC,CASet,10
161,0.0074074074074074086,10,GraPhyC,CASet,10
162,0.011111111111111112,10,GraPhyC,CASet,10
163,0.0,10,GraPhyC,CASet,10
164,0.040740740740740744,10,GraPhyC,CASet,10
165,0.048888888888888885,10,GraPhyC,CASet,10
166,0.01333333333333333,10,GraPhyC,CASet,10
167,0.06666666666666668,10,GraPhyC,CASet,10
168,0.0,10,GraPhyC,CASet,10
169,0.014814814814814817,10,GraPhyC,CASet,10
170,0.015555555555555555,10,GraPhyC,CASet,10
171,0.0,10,GraPhyC,CASet,10
172,0.004444444444444444,10,GraPhyC,CASet,10
173,0.04444444444444445,10,GraPhyC,CASet,10
174,0.0725925925925926,10,GraPhyC,CASet,10
175,0.005555555555555556,10,GraPhyC,CASet,10
176,0.08518518518518521,10,GraPhyC,CASet,10
177,0.026666666666666672,10,GraPhyC,CASet,10
178,0.005555555555555556,10,GraPhyC,CASet,10
179,0.026666666666666672,10,GraPhyC,CASet,10
180,0.0,10,GraPhyC,CASet,10
181,0.011111111111111112,10,GraPhyC,CASet,10
182,0.059259259259259275,10,GraPhyC,CASet,10
183,0.03333333333333333,10,GraPhyC,CASet,10
184,0.022222222222222223,10,GraPhyC,CASet,10
185,0.1125925925925926,10,GraPhyC,CASet,10
186,0.059259259259259275,10,GraPhyC,CASet,10
187,0.005555555555555556,10,GraPhyC,CASet,10
188,0.053333333333333344,10,GraPhyC,CASet,10
189,0.008888888888888887,10,GraPhyC,CASet,10
190,0.0,10,GraPhyC,CASet,10
191,0.07222222222222223,10,GraPhyC,CASet,10
192,0.03703703703703704,10,GraPhyC,CASet,10
193,0.0,10,GraPhyC,CASet,10
194,0.043333333333333335,10,GraPhyC,CASet,10
195,0.0,10,GraPhyC,CASet,10
196,0.029629629629629634,10,GraPhyC,CASet,10
197,0.004444444444444444,10,GraPhyC,CASet,10
198,0.0,10,GraPhyC,CASet,10
199,0.0,10,GraPhyC,CASet,10
200,0.0,10,Consensus_Tree,DISC,10
201,0.0,10,Consensus_Tree,DISC,10
202,0.05555555555555555,10,Consensus_Tree,DISC,10
203,0.0,10,Consensus_Tree,DISC,10
204,0.11333333333333334,10,Consensus_Tree,DISC,10
205,0.0,10,Consensus_Tree,DISC,10
206,0.0,10,Consensus_Tree,DISC,10
207,0.0962962962962963,10,Consensus_Tree,DISC,10
208,0.0,10,Consensus_Tree,DISC,10
209,0.08518518518518517,10,Consensus_Tree,DISC,10
210,0.0,10,Consensus_Tree,DISC,10
211,0.0,10,Consensus_Tree,DISC,10
212,0.0,10,Consensus_Tree,DISC,10
213,0.0,10,Consensus_Tree,DISC,10
214,0.0,10,Consensus_Tree,DISC,10
215,0.04537037037037038,10,Consensus_Tree,DISC,10
216,0.0,10,Consensus_Tree,DISC,10
217,0.0,10,Consensus_Tree,DISC,10
218,0.0,10,Consensus_Tree,DISC,10
219,0.0,10,Consensus_Tree,DISC,10
220,0.0,10,Consensus_Tree,DISC,10
221,0.0,10,Consensus_Tree,DISC,10
222,0.0,10,Consensus_Tree,DISC,10
223,0.0,10,Consensus_Tree,DISC,10
224,0.0,10,Consensus_Tree,DISC,10
225,0.0,10,Consensus_Tree,DISC,10
226,0.04240740740740741,10,Consensus_Tree,DISC,10
227,0.09074074074074072,10,Consensus_Tree,DISC,10
228,0.0,10,Consensus_Tree,DISC,10
229,0.0,10,Consensus_Tree,DISC,10
230,0.05185185185185186,10,Consensus_Tree,DISC,10
231,0.17592592592592599,10,Consensus_Tree,DISC,10
232,0.0,10,Consensus_Tree,DISC,10
233,0.0,10,Consensus_Tree,DISC,10
234,0.0,10,Consensus_Tree,DISC,10
235,0.0,10,Consensus_Tree,DISC,10
236,0.05555555555555555,10,Consensus_Tree,DISC,10
237,0.0,10,Consensus_Tree,DISC,10
238,0.0,10,Consensus_Tree,DISC,10
239,0.0,10,Consensus_Tree,DISC,10
240,0.0,10,Consensus_Tree,DISC,10
241,0.0,10,Consensus_Tree,DISC,10
242,0.12962962962962965,10,Consensus_Tree,DISC,10
243,0.0,10,Consensus_Tree,DISC,10
244,0.0925925925925926,10,Consensus_Tree,DISC,10
245,0.0,10,Consensus_Tree,DISC,10
246,0.0,10,Consensus_Tree,DISC,10
247,0.0,10,Consensus_Tree,DISC,10
248,0.0,10,Consensus_Tree,DISC,10
249,0.1111111111111111,10,Consensus_Tree,DISC,10
250,0.0,10,Consensus_Tree,DISC,10
251,0.0,10,Consensus_Tree,DISC,10
252,0.0,10,Consensus_Tree,DISC,10
253,0.0,10,Consensus_Tree,DISC,10
254,0.0,10,Consensus_Tree,DISC,10
255,0.0462962962962963,10,Consensus_Tree,DISC,10
256,0.0,10,Consensus_Tree,DISC,10
257,0.0,10,Consensus_Tree,DISC,10
258,0.0462962962962963,10,Consensus_Tree,DISC,10
259,0.05555555555555555,10,Consensus_Tree,DISC,10
260,0.0,10,Consensus_Tree,DISC,10
261,0.0,10,Consensus_Tree,DISC,10
262,0.0537037037037037,10,Consensus_Tree,DISC,10
263,0.0,10,Consensus_Tree,DISC,10
264,0.09259259259259257,10,Consensus_Tree,DISC,10
265,0.049074074074074076,10,Consensus_Tree,DISC,10
266,0.07296296296296297,10,Consensus_Tree,DISC,10
267,0.0,10,Consensus_Tree,DISC,10
268,0.0,10,Consensus_Tree,DISC,10
269,0.0,10,Consensus_Tree,DISC,10
270,0.0,10,Consensus_Tree,DISC,10
271,0.0,10,Consensus_Tree,DISC,10
272,0.0,10,Consensus_Tree,DISC,10
273,0.16666666666666666,10,Consensus_Tree,DISC,10
274,0.0462962962962963,10,Consensus_Tree,DISC,10
275,0.05185185185185186,10,Consensus_Tree,DISC,10
276,0.1327777777777778,10,Consensus_Tree,DISC,10
277,0.08425925925925926,10,Consensus_Tree,DISC,10
278,0.05370370370370371,10,Consensus_Tree,DISC,10
279,0.0,10,Consensus_Tree,DISC,10
280,0.0,10,Consensus_Tree,DISC,10
281,0.0,10,Consensus_Tree,DISC,10
282,0.0,10,Consensus_Tree,DISC,10
283,0.0,10,Consensus_Tree,DISC,10
284,0.0,10,Consensus_Tree,DISC,10
285,0.25555555555555554,10,Consensus_Tree,DISC,10
286,0.0462962962962963,10,Consensus_Tree,DISC,10
287,0.05,10,Consensus_Tree,DISC,10
288,0.03574074074074074,10,Consensus_Tree,DISC,10
289,0.04537037037037038,10,Consensus_Tree,DISC,10
290,0.0,10,Consensus_Tree,DISC,10
291,0.0,10,Consensus_Tree,DISC,10
292,0.0,10,Consensus_Tree,DISC,10
293,0.0,10,Consensus_Tree,DISC,10
294,0.0,10,Consensus_Tree,DISC,10
295,0.0,10,Consensus_Tree,DISC,10
296,0.0,10,Consensus_Tree,DISC,10
297,0.0,10,Consensus_Tree,DISC,10
298,0.0,10,Consensus_Tree,DISC,10
299,0.0,10,Consensus_Tree,DISC,10
300,0.0,10,GraPhyC,DISC,10
301,0.0,10,GraPhyC,DISC,10
302,0.05555555555555555,10,GraPhyC,DISC,10
303,0.0,10,GraPhyC,DISC,10
304,0.16555555555555554,10,GraPhyC,DISC,10
305,0.1722222222222222,10,GraPhyC,DISC,10
306,0.07166666666666666,10,GraPhyC,DISC,10
307,0.0962962962962963,10,GraPhyC,DISC,10
308,0.09074074074074076,10,GraPhyC,DISC,10
309,0.042592592592592605,10,GraPhyC,DISC,10
310,0.04203703703703703,10,GraPhyC,DISC,10
311,0.0,10,GraPhyC,DISC,10
312,0.0,10,GraPhyC,DISC,10
313,0.11759259259259258,10,GraPhyC,DISC,10
314,0.14814814814814808,10,GraPhyC,DISC,10
315,0.04537037037037038,10,GraPhyC,DISC,10
316,0.05185185185185186,10,GraPhyC,DISC,10
317,0.27425925925925926,10,GraPhyC,DISC,10
318,0.0,10,GraPhyC,DISC,10
319,0.0,10,GraPhyC,DISC,10
320,0.05,10,GraPhyC,DISC,10
321,0.0,10,GraPhyC,DISC,10
322,0.2559259259259259,10,GraPhyC,DISC,10
323,0.11111111111111108,10,GraPhyC,DISC,10
324,0.10092592592592593,10,GraPhyC,DISC,10
325,0.0537037037037037,10,GraPhyC,DISC,10
326,0.11777777777777777,10,GraPhyC,DISC,10
327,0.1,10,GraPhyC,DISC,10
328,0.0,10,GraPhyC,DISC,10
329,0.1766666666666667,10,GraPhyC,DISC,10
330,0.2,10,GraPhyC,DISC,10
331,0.23703703703703707,10,GraPhyC,DISC,10
332,0.11111111111111113,10,GraPhyC,DISC,10
333,0.05555555555555555,10,GraPhyC,DISC,10
334,0.1111111111111111,10,GraPhyC,DISC,10
335,0.0,10,GraPhyC,DISC,10
336,0.16666666666666666,10,GraPhyC,DISC,10
337,0.11018518518518522,10,GraPhyC,DISC,10
338,0.0537037037037037,10,GraPhyC,DISC,10
339,0.04259259259259259,10,GraPhyC,DISC,10
340,0.05,10,GraPhyC,DISC,10
341,0.13148148148148148,10,GraPhyC,DISC,10
342,0.2185185185185185,10,GraPhyC,DISC,10
343,0.05555555555555555,10,GraPhyC,DISC,10
344,0.1437037037037037,10,GraPhyC,DISC,10
345,0.0,10,GraPhyC,DISC,10
346,0.05555555555555555,10,GraPhyC,DISC,10
347,0.042592592592592605,10,GraPhyC,DISC,10
348,0.0462962962962963,10,GraPhyC,DISC,10
349,0.15277777777777782,10,GraPhyC,DISC,10
350,0.08425925925925927,10,GraPhyC,DISC,10
351,0.04537037037037038,10,GraPhyC,DISC,10
352,0.12814814814814815,10,GraPhyC,DISC,10
353,0.1,10,GraPhyC,DISC,10
354,0.16666666666666666,10,GraPhyC,DISC,10
355,0.15740740740740744,10,GraPhyC,DISC,10
356,0.0,10,GraPhyC,DISC,10
357,0.0861111111111111,10,GraPhyC,DISC,10
358,0.0462962962962963,10,GraPhyC,DISC,10
359,0.10185185185185185,10,GraPhyC,DISC,10
360,0.327037037037037,10,GraPhyC,DISC,10
361,0.05555555555555555,10,GraPhyC,DISC,10
362,0.0537037037037037,10,GraPhyC,DISC,10
363,0.0,10,GraPhyC,DISC,10
364,0.14814814814814817,10,GraPhyC,DISC,10
365,0.10833333333333331,10,GraPhyC,DISC,10
366,0.07296296296296297,10,GraPhyC,DISC,10
367,0.11481481481481479,10,GraPhyC,DISC,10
368,0.0,10,GraPhyC,DISC,10
369,0.05555555555555555,10,GraPhyC,DISC,10
370,0.09259259259259257,10,GraPhyC,DISC,10
371,0.0,10,GraPhyC,DISC,10
372,0.040740740740740744,10,GraPhyC,DISC,10
373,0.16666666666666666,10,GraPhyC,DISC,10
374,0.12537037037037038,10,GraPhyC,DISC,10
375,0.05185185185185186,10,GraPhyC,DISC,10
376,0.1766666666666667,10,GraPhyC,DISC,10
377,0.1444444444444444,10,GraPhyC,DISC,10
378,0.05370370370370371,10,GraPhyC,DISC,10
379,0.1333333333333333,10,GraPhyC,DISC,10
380,0.0,10,GraPhyC,DISC,10
381,0.0962962962962963,10,GraPhyC,DISC,10
382,0.0462962962962963,10,GraPhyC,DISC,10
383,0.14814814814814808,10,GraPhyC,DISC,10
384,0.05555555555555555,10,GraPhyC,DISC,10
385,0.1638888888888889,10,GraPhyC,DISC,10
386,0.0462962962962963,10,GraPhyC,DISC,10
387,0.05,10,GraPhyC,DISC,10
388,0.14722222222222223,10,GraPhyC,DISC,10
389,0.04537037037037038,10,GraPhyC,DISC,10
390,0.0,10,GraPhyC,DISC,10
391,0.22222222222222238,10,GraPhyC,DISC,10
392,0.08888888888888889,10,GraPhyC,DISC,10
393,0.0,10,GraPhyC,DISC,10
394,0.12592592592592594,10,GraPhyC,DISC,10
395,0.0,10,GraPhyC,DISC,10
396,0.05555555555555555,10,GraPhyC,DISC,10
397,0.04351851851851852,10,GraPhyC,DISC,10
398,0.0,10,GraPhyC,DISC,10
399,0.0,10,GraPhyC,DISC,10
400,0.012431077694235586,20,Consensus_Tree,CASet,10
401,0.0,20,Consensus_Tree,CASet,10
402,0.03166666666666667,20,Consensus_Tree,CASet,10
403,0.19914369256474518,20,Consensus_Tree,CASet,10
404,0.0013157894736842105,20,Consensus_Tree,CASet,10
405,0.03157894736842105,20,Consensus_Tree,CASet,10
406,0.0262280701754386,20,Consensus_Tree,CASet,10
407,0.0010526315789473682,20,Consensus_Tree,CASet,10
408,0.0036842105263157894,20,Consensus_Tree,CASet,10
409,0.08377192982456147,20,Consensus_Tree,CASet,10
410,0.005263157894736841,20,Consensus_Tree,CASet,10
411,0.0010526315789473682,20,Consensus_Tree,CASet,10
412,0.10825396825396814,20,Consensus_Tree,CASet,10
413,0.025263157894736845,20,Consensus_Tree,CASet,10
414,0.0,20,Consensus_Tree,CASet,10
415,0.0,20,Consensus_Tree,CASet,10
416,0.0,20,Consensus_Tree,CASet,10
417,0.0063157894736842095,20,Consensus_Tree,CASet,10
418,0.0023684210526315787,20,Consensus_Tree,CASet,10
419,0.0010526315789473682,20,Consensus_Tree,CASet,10
420,0.0010526315789473682,20,Consensus_Tree,CASet,10
421,0.0710526315789474,20,Consensus_Tree,CASet,10
422,0.14780701754385966,20,Consensus_Tree,CASet,10
423,0.0,20,Consensus_Tree,CASet,10
424,0.011842105263157895,20,Consensus_Tree,CASet,10
425,0.0,20,Consensus_Tree,CASet,10
426,0.0029824561403508764,20,Consensus_Tree,CASet,10
427,0.0,20,Consensus_Tree,CASet,10
428,0.012368421052631577,20,Consensus_Tree,CASet,10
429,0.011842105263157892,20,Consensus_Tree,CASet,10
430,0.0010526315789473682,20,Consensus_Tree,CASet,10
431,0.05789473684210527,20,Consensus_Tree,CASet,10
432,0.09598370927318291,20,Consensus_Tree,CASet,10
433,0.022368421052631583,20,Consensus_Tree,CASet,10
434,0.0,20,Consensus_Tree,CASet,10
435,0.0008771929824561402,20,Consensus_Tree,CASet,10
436,0.0,20,Consensus_Tree,CASet,10
437,0.0013157894736842105,20,Consensus_Tree,CASet,10
438,0.0992982456140351,20,Consensus_Tree,CASet,10
439,0.0031578947368421048,20,Consensus_Tree,CASet,10
440,0.0021052631578947364,20,Consensus_Tree,CASet,10
441,0.0,20,Consensus_Tree,CASet,10
442,0.005263157894736842,20,Consensus_Tree,CASet,10
443,0.0031578947368421048,20,Consensus_Tree,CASet,10
444,0.05324561403508773,20,Consensus_Tree,CASet,10
445,0.03289473684210526,20,Consensus_Tree,CASet,10
446,0.03842105263157896,20,Consensus_Tree,CASet,10
447,0.0,20,Consensus_Tree,CASet,10
448,0.0021052631578947364,20,Consensus_Tree,CASet,10
449,0.05798245614035087,20,Consensus_Tree,CASet,10
450,0.0,20,Consensus_Tree,CASet,10
451,0.004385964912280702,20,Consensus_Tree,CASet,10
452,0.02684210526315789,20,Consensus_Tree,CASet,10
453,0.0,20,Consensus_Tree,CASet,10
454,0.0008771929824561402,20,Consensus_Tree,CASet,10
455,0.07021531100478469,20,Consensus_Tree,CASet,10
456,0.0031578947368421048,20,Consensus_Tree,CASet,10
457,0.002631578947368421,20,Consensus_Tree,CASet,10
458,0.0038596491228070173,20,Consensus_Tree,CASet,10
459,0.0031578947368421048,20,Consensus_Tree,CASet,10
460,0.0,20,Consensus_Tree,CASet,10
461,0.011578947368421053,20,Consensus_Tree,CASet,10
462,0.0021929824561403508,20,Consensus_Tree,CASet,10
463,0.013157894736842105,20,Consensus_Tree,CASet,10
464,0.0,20,Consensus_Tree,CASet,10
465,0.0412280701754386,20,Consensus_Tree,CASet,10
466,0.08947368421052633,20,Consensus_Tree,CASet,10
467,0.049736842105263156,20,Consensus_Tree,CASet,10
468,0.010526315789473682,20,Consensus_Tree,CASet,10
469,0.009210526315789473,20,Consensus_Tree,CASet,10
470,0.0,20,Consensus_Tree,CASet,10
471,0.004385964912280701,20,Consensus_Tree,CASet,10
472,0.010526315789473686,20,Consensus_Tree,CASet,10
473,0.0,20,Consensus_Tree,CASet,10
474,0.0,20,Consensus_Tree,CASet,10
475,0.0063157894736842095,20,Consensus_Tree,CASet,10
476,0.0,20,Consensus_Tree,CASet,10
477,0.0,20,Consensus_Tree,CASet,10
478,0.049999999999999954,20,Consensus_Tree,CASet,10
479,0.0007518796992481206,20,Consensus_Tree,CASet,10
480,0.0022556390977443615,20,Consensus_Tree,CASet,10
481,0.005263157894736841,20,Consensus_Tree,CASet,10
482,0.0,20,Consensus_Tree,CASet,10
483,0.0,20,Consensus_Tree,CASet,10
484,0.01026315789473684,20,Consensus_Tree,CASet,10
485,0.0010526315789473682,20,Consensus_Tree,CASet,10
486,0.010526315789473682,20,Consensus_Tree,CASet,10
487,0.005263157894736841,20,Consensus_Tree,CASet,10
488,0.009210526315789473,20,Consensus_Tree,CASet,10
489,0.0,20,Consensus_Tree,CASet,10
490,0.004912280701754385,20,Consensus_Tree,CASet,10
491,0.012280701754385968,20,Consensus_Tree,CASet,10
492,0.0035087719298245606,20,Consensus_Tree,CASet,10
493,0.0,20,Consensus_Tree,CASet,10
494,0.0168421052631579,20,Consensus_Tree,CASet,10
495,0.039473684210526314,20,Consensus_Tree,CASet,10
496,0.0,20,Consensus_Tree,CASet,10
497,0.0010526315789473682,20,Consensus_Tree,CASet,10
498,0.015789473684210523,20,Consensus_Tree,CASet,10
499,0.011842105263157895,20,Consensus_Tree,CASet,10
500,0.011729323308270678,20,GraPhyC,CASet,10
501,0.01657894736842105,20,GraPhyC,CASet,10
502,0.021929824561403514,20,GraPhyC,CASet,10
503,0.06184210526315789,20,GraPhyC,CASet,10
504,0.014210526315789474,20,GraPhyC,CASet,10
505,0.03696741854636591,20,GraPhyC,CASet,10
506,0.01991228070175439,20,GraPhyC,CASet,10
507,0.0021052631578947364,20,GraPhyC,CASet,10
508,0.006842105263157894,20,GraPhyC,CASet,10
509,0.09245614035087725,20,GraPhyC,CASet,10
510,0.017894736842105265,20,GraPhyC,CASet,10
511,0.030964912280701758,20,GraPhyC,CASet,10
512,0.06404344193817879,20,GraPhyC,CASet,10
513,0.04855263157894737,20,GraPhyC,CASet,10
514,0.017105263157894738,20,GraPhyC,CASet,10
515,0.008421052631578947,20,GraPhyC,CASet,10
516,0.006140350877192982,20,GraPhyC,CASet,10
517,0.009473684210526313,20,GraPhyC,CASet,10
518,0.027330827067669178,20,GraPhyC,CASet,10
519,0.017543859649122806,20,GraPhyC,CASet,10
520,0.013333333333333334,20,GraPhyC,CASet,10
521,0.07021929824561407,20,GraPhyC,CASet,10
522,0.016666666666666666,20,GraPhyC,CASet,10
523,0.017982456140350878,20,GraPhyC,CASet,10
524,0.02368421052631579,20,GraPhyC,CASet,10
525,0.02710526315789474,20,GraPhyC,CASet,10
526,0.007017543859649122,20,GraPhyC,CASet,10
527,0.01864035087719298,20,GraPhyC,CASet,10
528,0.047556390977443616,20,GraPhyC,CASet,10
529,0.0486842105263158,20,GraPhyC,CASet,10
530,0.00631578947368421,20,GraPhyC,CASet,10
531,0.07302631578947372,20,GraPhyC,CASet,10
532,0.04102339181286548,20,GraPhyC,CASet,10
533,0.07719298245614041,20,GraPhyC,CASet,10
534,0.03245614035087719,20,GraPhyC,CASet,10
535,0.006140350877192982,20,GraPhyC,CASet,10
536,0.03850877192982456,20,GraPhyC,CASet,10
537,0.0013157894736842105,20,GraPhyC,CASet,10
538,0.06070175438596493,20,GraPhyC,CASet,10
539,0.033872180451127824,20,GraPhyC,CASet,10
540,0.016403508771929826,20,GraPhyC,CASet,10
541,0.04035087719298245,20,GraPhyC,CASet,10
542,0.007192982456140351,20,GraPhyC,CASet,10
543,0.005526315789473683,20,GraPhyC,CASet,10
544,0.04793859649122807,20,GraPhyC,CASet,10
545,0.037719298245614034,20,GraPhyC,CASet,10
546,0.035964912280701755,20,GraPhyC,CASet,10
547,0.04622807017543858,20,GraPhyC,CASet,10
548,0.011929824561403509,20,GraPhyC,CASet,10
549,0.022456140350877198,20,GraPhyC,CASet,10
550,0.05877192982456139,20,GraPhyC,CASet,10
551,0.020701754385964912,20,GraPhyC,CASet,10
552,0.033859649122807006,20,GraPhyC,CASet,10
